# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
  17307   17307   16625    8776    1
  56922   30437   27781     291    1
  31802   21062    8538   12932    1
  20669   20669   18589    3366    1
  22448   22448   16897    2692    1
  63319   56771   47116   52511    1
  27395    3629    5637    5813    1
  14282    3670    6412    6493    1
   9135    4155    1557    2344    1
   5332    2304     462    4082    0
  46942   46942   32766   26411    1
  49315   49315   49121     175    1
   2101    2012    2032    2086    1
  44736   15111   25433    3430    0
  52837   52836    1487   30899    1
  55047   21254    4999   17013    1
  25411   25411   14120   17190    1
  16171   16171   15185     319    1
  29486     153    5357   22712    0
  21290   15492    3011    9661    1
  61949   61949   32623   38888    1
  26074       0    5450   10267    0
    448      44     273     344    0
  43842   43841   20951   19228    1
  20013    9670    2089    7917    1
  60870   60869   26313   33914    1
  20164   10727   16774   10538    0
  41860   39860   22965   26974    1
  27525   15983   18457    6790    1
  40863   40862   18097   27686    1
  45482       0   25713   15579    0
  50705   42221   41296   28017    1
  61470   10390   13066   36831    0
  41360       0   19333   26304    0
    398       0     315     230    0
   8008       0    4414    4815    0
  38376   34004   11417    9550    0
  47558   22112   28707   21255    0
   8291    4601    1192    3881    1
  31852   11383    3277   30160    0
  47235   47235    1930   10718    1
  53031   53030   28861   18647    1
  16178   16178   10837    3824    1
  51961       0   32954   25318    0
  50974   17923    4846   41365    0
  41162   31514   17700   15038    0
  63019   63018   12797   16414    1
  41204   41203   12764   13387    1
  38110   38109   28110    1070    1
   7947    7947    6931    4684    1
   7112    1522    5344    5292    0
  36668   36667   35365   29228    1
  42033       0    6447   25474    0
  49711   49710    9643   24056    1
   3900    3900    1496    1275    1
  28795       0   17302    4036    0
  56624   24201   41728   20330    0
  64621   21201   28606     653    0
  55767       0   42033   44325    0
  49862   41751   30898   16339    1
  49304   36062   42379    3741    1
  23949    2105    5825   18378    0
  41873    3855   41775   25140    0
  56416   56415    2720    3795    1
    536     313     277      52    1
  61352   36162   58665   57681    0
  35658   35658   20510   17811    1
  47045   46328   33935   40676    1
   6116    3801    2000    6000    0
   1126     841    1074     498    1
  42368   12296    7412   16640    1
  37353    2665   13048   33816    0
  51897   51897   38428    6878    1
  45341   45341   28859   35599    1
  19983   19983    7403   11740    1
  61743   57814   34494   20787    1
  57724       0     408   30542    0
  65217       0    2399   21206    0
  10474    1185     720    6442    0
   3248      85    1642    2010    0
  21425    4855   12189   13434    1
  49647   49647   15755   41922    1
  32432    6059   17915   11816    0
  22142   21858     785   17648    1
  45882   38941   18827     704    1
    857       0     731      16    0
  65328   65328   59670    3617    1
  36905   36905   29431   36664    1
   4221       0    1340     100    0
  21962   21961    9168    2429    1
  48706       0   35577   26331    0
  48336     607    6737   48166    0
   9407    9407    8971    5848    1
  24412   24412    8186    6821    1
  34342   34342   26664   24630    1
  18387    2057    4521   14666    0
  44725   12947   14806   10489    0
  15035    8261    7403   11662    1
  18802       0    4551   11397    0
   8381    7796    2775     471    1
  25722       0   18046   25175    0
  49377   49377   15383   15982    1
  31879   31878   26646   20400    1
   3023     253    2531     873    0
  18531    8492    4819   17544    0
  44098   44098   17833   35512    1
   5042    2017    4720    2746    0
  11342     806    5445    3635    0
  18787   12118    7570   18715    1
    291      57      95      45    0
  31062    9636   21096   14510    0
  43369   43368   31778   33212    1
  19749   10399    8950    7309    0
  28805   12945   22859    7734    0
  35100   35100    1488    6231    1
   9432    9432    3368    1165    1
    294       4      14     255    0
  44394   44394    2861   30637    1
  59181   21670   59017   45387    0
  55348   23699     801   16672    1
  30477   23347   29835    8781    1
  53099   37356   39361   10792    1
  55000   13340   46694   26408    0
  55337   21280   54660    9795    1
  40154   38588    3638   14039    1
  38933   38933   20513   23600    1
    948     616     306     287    0
  15652   15652   11048    2609    1
   3002     631    1804    1883    1
  50820    6004   22852     891    0
  27199   27199    8054    2115    1
  62456   62455   49377   35564    1
  33797   33386   22822   18881    1
  12394    2136   12194    6982    0
  15668     933    4681    6906    0
  24653   16756    5319   11072    1
  40596   40596   39666   28512    1
  54143       0   53481   31739    0
  23017    2152    3491   21008    0
   4456    3715    3194     427    1
  57935    1195   31132   51929    0
  33344   33343   32834   25416    1
  15542   15542   12537   15127    1
  60664   26927   17176   52618    0
  59662   57722    1234   24971    1
   1397     154    1238     591    0
  47471       0   14755   26696    0
  58643   18859   43229   12992    0
  58616   13583   54337   32073    0
   3344     470    1419    2774    0
  57637       0   35762    6097    0
  45747    3577    7787   20167    0
   9239    6303    4669    8525    1
  29130   29130    7512   12137    1
  36225   31135   10463   11400    1
  28704   15932   20096   26361    1
   7462    3638    4303    1377    0
  39313   26951   30792    2420    1
  46009   13132    7211   14420    1
   4915    4169     398     909    1
  47701    4473    2174   29218    0
  64477   41186   11137   58914    0
   5484    1614     308    1723    1
  27674       0   23251   10107    0
  39883   39883    5748   12904    1
  20900   15090    2935    1835    0
  55402   55254    8967   42472    1
  32341   22025   18624   30617    1
  48265    3201    6795   44669    0
  47134   47134   31858    4317    1
  25561    6134   11443   22192    0
  35338   35338   18085   31909    1
  11857       0    7619     129    0
  51199   41482    2819   34183    1
  14779       0    3791    9506    0
  22386   22385    7972    2758    1
  56063   56062    7174   37716    1
  15912    2304   12403   15618    0
  34141      35   17119    8643    0
   5489    2716    3539    4116    1
  60941   46975   53974    9982    1
  12359    4376    5604    9313    1
  23716   18213    8023    6773    0
  62454   62454   11358   26343    1
  41771   26681   18131    8105    0
  25142   17032    4821   22195    0
  25743   19556    4598    4012    0
  61977   27439   20414   17544    0
  31616    9112    6316   24384    0
  64236   23784   49913   36162    0
  41780       0    2782   19611    0
  51558   20782   42252   14821    0
  54415   54415   34714   42845    1
  12731   12327      60      55    0
  50408   24040    1011    6362    1
  14916   14916    4433    6122    1
  54690    5332   38940   52723    0
   8568    3120    1291    2590    1
  11168    9962    9637    4698    1
  44297    4570   40766   34946    0
  46199   46199   17976   18387    1
  24285    6305   11881    1761    0
   2358      64    2335    1124    0
  22344   13190    8807   17335    1
  24443   16735     447    1634    1
  49791    3544   10194   19879    0
  37157   37157   33579   23362    1
  58266    9044   38236   11247    0
  59048   15972   45715   10824    0
   8212    8211    2533    6915    1
  24310   24309   13995    3789    1
  44834   44834   10607   25423    1
  15949   15948    2952    7109    1
  47240       0   11604   39236    0
  17445     688   10056    9212    0
  31164   25754   22372   15430    1
  57726    9500   25652   28070    1
  41661       0   28442   30033    0
   5769    4726    4308    1070    1
  58847   58846   17641   41153    1
  49798   49798   37305   32850    1
  31580   31580    8490    6905    1
  11116       0    5138     962    0
  44824       0   32738   20788    0
  56096   56096   50636   20215    1
  45467   45467   16922   20201    1
  12232    1160    3422    8983    0
  20577   20577   17835   11193    1
  54905       0   14192   16263    0
  14867    7992    1200    6158    1
   5077    3515    1200    4461    1
   2326    2326     409     649    1
  16568   13033    9335     232    1
  43833    2864    6322    2847    0
  21257    9502    2664   10486    1
  63868    7822     754    9155    0
  14412    4158    1872    9199    0
    539     188     497      48    1
  25816   23622    2334    3356    1
  47192   39722   22526   30984    1
   4041    4041    1137    1233    1
  49379   37793   43732   10269    1
  22734   22289   11265    8102    1
  11322    9015   10124    1521    1
  21324     847    9068    4307    0
  53216   53216   48440   20647    1
  26877   26876   23769    5158    1
  32018   32018     722   11520    1
  27971    2957   18044     570    0
  12959    6724   10981    7927    0
  55168   24250   26302   10123    0
  31961   31961    6502   31213    1
  57214   57214   56908    4341    1
  25436       0    7932    1004    0
  58121   50737   55362   33832    1
  32583   32582   31493   28345    1
  38494       0   13035   11936    0
  37786    7227   29830   27605    0
  63547   29716   60157    3805    1
  24535   24534   16497   11096    1
   4641       0    3287    3263    0
  44515   10280   26966   27658    1
  62269   54386   57445   17301    1
  33843   33842   25064   23922    1
  61832   61832   30946   25905    1
  64255   56496   58737   14299    1
  28152      14   20343   16753    0
   5180     881    2964    2346    0
  50269   50269    3619   11750    1
  59197     671   41932   18526    0
   8806     392       7    4608    0
  48314    2173   25787   13723    0
  38979   32151    7382   36488    1
  10312    5720    7892    2724    1
  25947   11219     280   25712    0
  24739       0   21029   21384    0
  38710   24452    9796   35045    0
   1437     852      80    1267    0
  54549       0    3206   25531    0
  49921   41148    8754   20311    1
  25411   14785   24301   13757    0
   1453       0    1201     548    0
  55978   55977    4569   35541    1
  20840   13794     644   12241    1
  27917   26217   18923   16586    1
  54003   40300   19655   24715    1
  55048   55048   28681   24145    1
  30061   25076    6696   21312    1
   2884    2330     351    1688    1
  30848   12668   22268    4236    0
  11344    4131     810   10692    0
  55311   45475    7761   19161    1
  36871   18636   19089   28221    1
  55879   55879   28883    6400    1
  38490    2717   17885   31390    0
  24167   24166   20150    5358    1
  55324       0   41319   25815    0
  54425   54424   43472   19190    1
  25517   14515    5490   14079    1
  23206   23206    9164    8654    1
  26090       0   17015    9748    0
  10131    5464    6789    6377    0
  12487    7574   12405    8431    0
  54940   45772   54529   14261    1
  62213   24291   61115   56821    0
  46097   38743   27770   27670    0
   2055    2021     687    1252    1
  59436       0   33864   50312    0
  46875   40916   33801   31980    0
  62927   62927    8568   44913    1
  43181    8563   31117    2231    0
  64281   21546   27937   26865    0
  39415   39415   34221   29587    1
  28563   15150   24572   27291    1
  44013   43968   32460   34480    1
  29159   10283   18045   18857    1
  62283   62283    7572   42491    1
  31836       0    9453   25624    0
  23727   23727    1935   23085    1
  42245   34023   22205   32765    1
  62754   38208   22653   39783    1
   2996      10       7     656    0
  35417       0    2759    9695    0
   9125    3548    2565    2427    0
  45859   28866   13106    4280    0
  20371       0     947   12502    0
   9317    8850     715    4126    1
  17737    9541   12552    7188    0
  55414   55414   24485   49369    1
  43343   43343   20507    8106    1
  44166   28308   10237   28662    1
  36860   36860     188   17043    1
  54105   51508   42287   15676    1
   6861    4963    6814    3888    1
  28135   28134   20846    9132    1
  14746   10196    5450    4179    0
   6477    4366    5901     309    1
  44826       0   32980    8588    0
  60871    6564   36157   47502    0
  22958   22958     970   18480    1
  33643   21821   20221   32675    1
  24819   20836   23229    1883    1
  42106   42106     179   27533    1
  14685   14685    6151    7474    1
  21229       0   21195    5945    0
   2925    2803     709    2320    1
  65107   52817   44202    5266    1
  27447   12670    2060     165    0
  62781       0   22437    1391    0
  10871    5203   10631    4574    1
   3131    3036    1267    1413    1
  63091   35590    7806   16413    1
  25491   25491    4906    6101    1
  59710   39233   31395   29221    0
  51381   51381   26906   19524    1
  44553   31563   35324   14213    1
  57637       0   34580    9652    0
  27137   14872     666   22674    0
   2904    2903    1728    2148    1
  14055       0    8573     266    0
  30849       0   12535   12961    0
  29786       0    8807   20324    0
   7833       0     762     483    0
  59514   59514   55359    6961    1
  22284   17538    5965    3241    0
  59714       0   11872    9102    0
  53747    6159    7166    3551    0
  60510   23678    1768   56641    0
      8       0       1       1    0
  41931       0    5207   27489    0
   5045    5044    4761    2674    1
  43734   43734    6684   26439    1
  35653   29311    6722   28682    1
  19273   17890    5509    7629    1
  35039   32005    6209    6910    1
  10329    4306    7121    4006    0
   1264    1091     373    1041    1
  18495   16161   18487    3909    1
   4160       0    3531     823    0
  50286   24715   41911   21168    0
  20448   20448   18137    4072    1
  52984   11701   39456   24664    0
  57053   57053   31324   34459    1
  43561     615   20668   21506    0
  59301   36697   31658   46142    1
  45408   30721    8147   42313    0
  22197   15585   20772   18326    0
  33825   20145    5362    7382    1
  11044    7711    1718    6898    1
  26707   26707   14350    9725    1
  31633   13306    1162   18873    0
  53812   53811   48838   39530    1
  12278    8597    6795   11996    1
  26702    7736   15645   22143    1
  54422   35785   31968    4727    1
  33045    7512   11404   27727    0
  19695       0   13655   13301    0
  19261   16167   14842   10612    1
  49437   45111   33800   49410    1
  19101    4604   10890    7510    0
   1917     186    1392    1480    1
  18494   18493   18308    8770    1
  30088   24229   14516   14686    1
  31236   31235   18410   29930    1
  24451     443    1646    1053    0
  38204   17689   28089   35221    1
  23872   23833    4521   15685    1
   5438    1903    1601    4987    0
  27295       0   22890    5104    0
  62349       0    7545   36453    0
   4799    2245    3005    3153    1
  12186    9543     756    8707    1
  31885   31885   29483   22858    1
  57073   20381   37979    8410    0
  20744   15483   18209   20232    1
  46286   46286   21591    4391    1
  41998       0   36170   37084    0
  43557   43556   35340   19386    1
  31555    7383    7808    4209    0
  45672   39319   29820   10475    1
  23711   23156   20564   22815    1
   4096    4095    1514    2175    1
  49732       0   11777   17903    0
  59649   59649    7838   55205    1
  18700    5793   17048    4725    0
  16051   14501   14204   11006    1
  42598   15878   26198    5208    0
   3824       0    1100    1570    0
  45280       0   21370   10985    0
  29414    7547   13887   21994    0
  58494   18097   25688    7959    0
  54001   21290   28283    1103    0
  49695   23990   30967   35213    1
  62485       0   15896   42178    0
  63367   11163   14168   15366    1
  43645   37812   24562    3672    1
  60026   60026   18205   24602    1
  45055    2596   24352   38036    0
  28140   28139    7906   24956    1
   1035     920      86     993    1
  12486   12486    1449       9    1
  48533   16311   14287   20972    1
  31469   18569    6287    2226    0
  56091       0   54195   44612    0
  57425   57424   45460   22439    1
   7119    1711    1720    1417    0
  12025    1947    7343    2231    0
  62307   62306   29707   18641    1
  42267   42266   15119   21384    1
  60414    3473   53682   25939    0
  57520   37350   32799   30839    0
    914      82     190      91    0
  55363   43344   54257   33374    1
  23107   20448   10133    2409    1
  27790   24112   20359   22757    1
  53534   53533   22272   16875    1
  34572   16401   22176   14040    0
  36835   15220   23661   18272    0
   3036       0    2162    2998    0
  11884    6834    6994    5390    0
  20128       0    4846   10508    0
  56089   44790   28502   18457    0
  16907   10015    1582   14698    0
  25132   20836   19869    3009    1
  23523    6783   13595    6187    0
    415     254     310     384    1
  27084   24197   25188   13324    1
  39531   17194    3813    5926    1
  50576   40615   28112   22191    0
  43558   34281   38851   29447    1
  10788    8802   10037    3219    1
  36953   36582   11059    9156    1
  61229   20630   60348   36016    0
  13003   11440    8724    5094    1
   1530     687    1437     504    1
  59583   28824   37010   38451    1
  62563   24323   33269   50298    1
   8137    2892    5219    3131    0
  27994   15332   17168   11311    0
  28586   28585   16771   12505    1
  18892   17866   18784    1340    1
  10038    2518    1721    2719    1
  37068   27903   22377   22094    0
  13704   10101    7455    2651    1
  28684   21769   10384    4319    0
  29714   18061   16635    6454    0
  53367   53366   20819   49569    1
  35488   10672    3754    1820    0
  60404   60404   44268   30638    1
   2046    2045    1075      52    1
  40413   22844   35720   11070    1
  54612    5261   53500   37591    0
  20026   20026    8269    2860    1
    529       0     163     497    0
  12684    8373   10747    4042    1
  27027   27027   11897   13239    1
  14466    1560    1820    5870    0
  50735       0   46467   48422    0
  64876       0   61495   41060    0
  19611    6939   14146    4126    0
  27957    2287   18757   17406    0
  32323   15826   26991    9461    1
   5763    2577    2836    5631    0
  52994   35477   25214   13397    0
  47412       0   17582   25095    0
  42970   15904   29844    9740    0
  28750   28749    1111    7510    1
   6894       0    2007    5746    0
  11796   11796    4411    5254    1
  41614   41613   21200   23241    1
  24692   22298    9811   10817    1
  28972   13536   24424   12097    0
  40715       0   19680   19099    0
  35877   35876   19778    6834    1
  46052   38533    8857   24016    1
  25784   25784    8764   15251    1
  21256   10654     726   20022    0
    574     573     328      79    1
  60311   60310   36617   55025    1
  21194    2549   19510   15381    0
  40153    1118    3602   31955    0
  11464    9753       9    7157    1
  51253       0   41148     591    0
  21494   17359   19650    5356    1
  46662   45457   45396   35297    1
  61087       0   26260   60606    0
  50967   44982   48564   40691    1
  47544   47544   20514    7272    1
  48073   22328   10318    8187    0
   8629    6255    3303    4213    1
  39357   39357   28052   15013    1
  59420    6812   52822   56046    1
  65408   15506    3986   35125    0
  59031   48499    3687   56564    0
  39403   39403   17464    2322    1
  37242   37241   35714   35805    1
  27846   11338    9986    2540    0
  24526       0   22802   14779    0
  32072   32072    3880    5905    1
  63407       0   61742   43331    0
   6312    6190    6126     554    1
  44802   44802    1681   15537    1
  25667   10779   11197    2158    0
  53305       0   51145   35130    0
  18491    7952    6209    1929    0
  19292   12508   17240   13970    0
  38023   36111    5583   16658    1
  44206   33989    1131   10604    1
  12960    7047   10995    5770    0
  19683   14210   11939     470    1
  56768       0   44174   18535    0
  53859       0   32279   23169    0
  48969       0   29287   13098    0
  41296   32109   27108   31118    1
  27878       0   15985   27476    0
  50460   50459    9668      99    1
  12635   10092    9800    3575    1
  11493   11493    3496    9100    1
  42667       0    7750   10333    0
  38232   38231   10240   13427    1
  18894     204   14893   14308    0
  45721   45721   39108    1178    1
  44659       0   20054   36051    0
  22046   22046   17157   15181    1
  63217   18102   43348   26471    0
  28325   28325   13406    2114    1
  30963   21820   19514   10497    0
   1271       0      98     779    0
  49149   12037   47748    6626    1
  46264   27630    7951    9555    1
  49560       0   35179   48662    0
  59578   20859    6680   25897    1
  13336    6929    4300   11126    1
  20590   18477    6464    8680    1
  52506    7423   49309   45976    0
  47994   41743   23503   27057    1
  38146    5457   32853   31884    0
  40973   35470   32620   15122    1
  34188   34188    7273   19582    1
  50911   15852   28247   18551    0
   5544    5544    2988    2888    1
  26429       0    1833   13651    0
  32574    1756   16852   29249    0
  21432   21431   20329   13581    1
   1734    1734    1634    1346    1
  29195   29194   20925    1797    1
   3640    1495     602    3598    0
  60687   60687   11756   49502    1
  30200   12979   26338    3478    1
    290     290     178      36    1
  30621    4500   12997   29896    0
  42582   10264   11109   10599    0
  56004       0   15767   22062    0
  31986       0    6425    2573    0
  53535   17393   49483   43689    0
  26935   26935    6544   11012    1
  42785   35878    3766   22553    1
  26301       0   19229   14128    0
   5917     664    3095    1442    0
  63261   30954   27311     290    0
  13790   13790   13159    5125    1
  54082   17103   10031    6393    0
  59441   59441   49488   39812    1
  18413   18413   15357   18170    1
  57782   48236   14119   18578    1
  49813       0   44275   10649    0
  53130       0    5767   45310    0
  41834   13861   37967   33124    0
  40987    9474    2217   13283    0
  60944     302   45573   28518    0
  15787    7178    3189   10563    0
  59303   59303   44361   37994    1
   4582    2394    3785    2872    0
  62894   54385   60571   52391    0
   5097    5096    3189     248    1
  35640   35640   11565    4913    1
  33080   33080   29375   11656    1
  36414   33667   33132   12243    1
  50299   39288   28726    2318    1
   2396    2396    1045    1426    1
  31999   26785   16653   26978    1
  12795   10792    4031    6884    1
  40028   14674   22659   38238    0
  28585   10409      96   19240    0
  37283   37283   13198   26222    1
   2125    2124    1250    1393    1
  44013       0    7877   11622    0
   5691    4788    3885    3246    0
  51516   50825   39717   51118    1
  39735    7643   15871    5217    0
  36779   21252   17719   34469    1
  60203   30603   39754   55147    1
  31731   28537   14895    9434    1
  48698   30052   35515    5598    1
  26541    9062    8249   12380    1
  20924   20182    5753   15815    1
   6454    3158     719    2315    1
  50496   50496   44221   23724    1
  59697   11249    4373   54614    0
  17719    5669    8456    6301    0
  16428   16428    1846    8742    1
  54804       0   26374   21850    0
  45696   15835    4709   37819    0
  42622   16112   23177   34159    1
  39069    6618   35440   34940    0
  59056   59055   28827    4036    1
  44157   44157   31127   43074    1
  57884       0   37354   29579    0
  21757       0   18053    9194    0
  18382   15969   10545   12716    1
  34751   19923   28056   10099    1
  41889   12474   31697   23479    0
    638     637     177      49    1
  44254   12510   32489   29729    0
  14424   14423   13501   11925    1
  30459   30459   16278   28003    1
  40905   24710     643   12699    1
   5358    5358    1491    3492    1
  62620   62619   23533   36867    1
  60931   10034   51002    6203    0
  25286    5552    7319   24042    0
  47905   47905   30157   17502    1
  60972    7703   34807   22355    0
  56620   35068   20382   19319    0
  53422   53422   12578   38801    1
  40835   15543    3152   30018    0
  40710    9972   15866     862    0
  22809       0   16743    9003    0
  11028    7293   10876    1836    1
  49917   29109   24477    8932    0
   2398     616    2218    2194    0
  62373   16326   23903   25971    1
  20195   20195   10618   13067    1
  62501   21501   15204   48973    0
   2102    1191     349    1505    1
  51087       0   33872   19040    0
  48339   48338   21044   41743    1
   6672    3387    1477    2309    1
  25323    3782   17676    4776    0
  18708   18708   11647   12572    1
  59274       0    9963   36755    0
  41989   41989   14946   26136    1
  24098   24097    1967   24085    1
  18277   18277    1175    3635    1
  28429       0   10606   25423    0
  27548   26391   19377    1046    1
  51851   36706    8244    4921    0
  15198       0    6257    8942    0
  52552   52551   34636    1671    1
  41248   15162    6085   19698    1
  39482       0    7882   26666    0
  59709    3219   28049   51269    0
  32053   32053   20085   18110    1
  23205    9741    4489   22795    0
  42985   42985   30410   34523    1
  37843   14059    8207    2424    0
  58915   14402   11042   16765    1
  53063   13076   39249   51236    1
  15861   15861   10346   10276    1
  40930   32328    7558   16009    1
  43901   14757   36974   29059    0
  65352   12694   26375   18995    0
  28422       0   23327   20592    0
  19040   19039    2533   16962    1
  36591       0    1139   16185    0
  26129   26129    2403   24639    1
  51498   36051   50746   28866    1
  26486    8801   24221   22128    0
  16461       0    5001    6919    0
   2600    2599    1923    2321    1
  35674   12630   23483   30819    1
   9516       0    2772    3294    0
  56449   56449    9281   25488    1
  46073    3637   26448   39740    0
  35648   10577    7828    6160    0
  29669   29669    6076    1293    1
  12610   12610    5031    8030    1
  42198   17490   22470   12606    0
  10120   10120      29    3447    1
  54240   20511   47174   23646    0
  30348   30348   15447    1162    1
  63565   10435   38434   52487    0
  42984       0    6668   27018    0
  37280       0   16345   18231    0
  64873    7077    7679   25036    0
  44756   44756    2101   20525    1
  31051   31050   21665   12125    1
  38815   19733   36326   13290    1
  39066       0   27856   33307    0
  54090   54089   18510   10878    1
  60643   13874   45538   24494    0
  62957   33011   21115   17587    0
  61526    9494   14779   53334    0
  12392    7960    3688   12038    0
  59147   33682   51728   31663    0
  29534   29534    4923    1496    1
  48459   48458   33411    7260    1
  38788       0   36199   37288    0
  35513   31059   27569    9986    1
  51979       0   28234   33843    0
  59526       0   48953   25549    0
  59517       0   37740    4364    0
  29305   29304   12228   13332    1
  10733   10732    8069    1885    1
  45106    5406   44844   30412    0
  42299       0    8826     676    0
  44068   22079   37369    6505    1
  51035   23270    9900   19917    1
  35745   35745   26356   26084    1
   2798     241    1356     782    0
  22150   14681     458    6887    1
  33627       0   23779   26664    0
  31127   31127   11667   10829    1
   8187       0    3994    3204    0
  29381    8950    5181    1252    0
  16049    9229    9386    8326    0
  38847   38847   13193   18581    1
  45926   14478   43046   43712    1
  35911    7190   24891   29935    1
  25848   25848   19102    1284    1
  10075    6724     138     484    1
  45974       0    1736      26    0
  58595       0   55334     345    0
  17764       0   14360      84    0
  14593   14593   10721    9935    1
  23905    2882   18748    8104    0
  18639   18638    8920   11728    1
   5627    3074    2172    4369    1
  28691       0   19781    4261    0
  16140    9269    8949    2644    0
  26201   12118   15566   10368    0
  31132       0   23191   18687    0
  57409   39194   27063   25203    0
  52481   52481   44529   25541    1
  18461   18461   11211   16555    1
   5978    1924    1598    4692    0
   4899    4898    1410    4795    1
  34330   22441   34241   14825    1
  18151    3952    5211    2110    0
  24372   13430    1994   18889    0
  58207   58206    6672     254    1
  21606   21606    3564   10618    1
  10820    9342    8104    8609    1
   5374    5374     265    5126    1
  10490       0    3212    8638    0
  16191   11304   11423    1078    1
  53905   39006   11385   20289    1
  15169   15169   10359   12239    1
  13339   13339    8050    2963    1
   6664       0    5068    2034    0
  30681     716   22314   28270    0
   1215    1215      39     466    1
   2961    1430    2712     893    1
  49686   49686   19010   33678    1
  63718   59928   59528   24655    1
  51211   20855   49012   21719    0
  15057     214    7510   12777    0
  22479    9119    4782   17570    0
  59291       0    4290   29615    0
  63480   63480    4907   41710    1
  32897    6975    6508   21920    0
   8815    8815     390    2490    1
  63699   63699   21380   46243    1
  46631       0   15768   26825    0
  45332    1137   14765   25230    0
  58972   22316   55019   11343    1
  29500    7029   26508    4229    0
  17071    5334   10372   14095    1
  58071   58070   15188    4690    1
  21658    5588    6207   16749    0
  55153   55153   27927    5099    1
  24982    1452   12572    1083    0
  16305    2202    6109   14821    0
   6022       0    2144    2309    0
  47601   45208   16457   40195    1
  33814   13902    6907     438    0
  10029       0    9132    3524    0
  62505   62504   45740    3443    1
  13450   13449    9189    6578    1
   4452       0    2263    3882    0
  47719       0   28526   12526    0
  25393   22567   17398    8957    1
  27072   15155   10376   12014    1
  59342   59342   17012   48879    1
  62379       0   31274   51042    0
  27547   16836    1300   25536    0
  52739   52738   27808   47062    1
  37250   37250   15164   22903    1
   2135    2094     467    1184    1
  59074   14303    9276   38681    0
  64405    9356   31167    4861    0
  38327   13366   29339   20957    0
  21479    8675   17093   11246    0
   7157       0    4089    2279    0
  17516    3345     605    1950    1
  53063   18398   39633    4981    0
  17182    1605   13731    3471    0
   5726    1022    4523    5010    1
   4843    2966    1980    4151    1
  35041       0    9823   13608    0
  18146   17933    5447    8361    1
  25531   21824    8123   22674    1
  62695   59069   43523   61869    1
  58614   58614   57994   30082    1
  52545   41387   46983    1903    1
   2247     644    2084    2133    1
  25233   25232   19724   22558    1
  51834   31801   16775    3090    0
  42940       0    6497   21648    0
  27080   18574     953   11345    1
  58539   23187    1224   13973    1
  62711   62360    8587   42911    1
   7236    7235    3397    4862    1
  17660   12506    5642    8722    1
  30155   30154   22245   21177    1
  24659   18060    6567   20812    1
  11228    5098     571    1021    1
  42491   11426   34698    6617    0
   9155    9155    6414    6847    1
   1329     648     778    1222    1
  27101       0    1557    6380    0
  19528   10333   15574    1303    1
  36055       0   10168    2456    0
   7946    4017    1249    4972    1
   7086       0     570    2812    0
  52469   52469    9767    2704    1
  54037   54036   12626   42501    1
  10674    1013    5088    2659    0
  27305   27304    5703   11267    1
  22492   16596    6560   12096    1
  36824   10328    9147    1904    0
  28256    2574   21175   15411    0
  14275   14275    1506    7382    1
  32437   10275   19521   31508    0
  64634   13408    1134   30267    0
   6551       0     576    4114    0
  28164   12343    3208   19692    0
  26172       0   18504   25933    0
  39846   39845    2055   11933    1
   9581    1176     399    3651    0
  10948   10948    7867   10510    1
  10653       0    6380   10266    0
  28607   28606    5779   24349    1
  21280   21280    5286    9356    1
  65434   34344   20351   25922    1
  57618   23139   21266    7537    0
  59785   37683   14985   48661    1
  45594    4615   39988    5291    0
  56546   17823   33688   11292    0
  61622   61622   41562   52779    1
  48781   48780   42184   10590    1
  52278   40024   11187   15109    1
  38233   15244   12259   27198    1
  49479   39786   39072    6643    1
  16735    1455     259   10496    0
  13763   13763    4941    9338    1
  15993   10253    2625   10695    1
  10800       0     157    2925    0
  51330   29482   21441   50666    1
  61120   46703   53716   39827    0
  40491       0    5426    4672    0
  18949    5700    1703    2332    1
  21670   15108   16186    5456    1
   3206       0    1544    2377    0
  16668   13014   11223    9295    0
  17879     794    2649    7713    0
  52631   46992   32700   40276    1
  60598   54614   37703   37165    0
  47250   47249   41481   24025    1
  33907   33906    1448   32871    1
  56160   56160   32654   10547    1
  35181       0   22469   16660    0
   6174    5567     624    2694    1
  49264    1149   16775   11794    0
  46376   29689    2015    1352    0
  43228   41990   23555   27941    1
  60755   45146   53598    9150    1
  43326       0   38075   38035    0
  55995   20862    5365   14340    1
  30183   16877   25793   14952    0
  10215    4938    1241    4801    1
  35231   35230   23290    9771    1
  43112       0   29216    4481    0
  34328       0   14256    6791    0
  27243   27242    7162    8727    1
  13902    3759   11980     642    1
  44131   28804   28786   10619    1
   2093    1129    1918    1151    0
  23103   14833   19224   11008    0
  39750   39750   38975   39434    1
  59587   59586   50728   39771    1
  50154   50154   24249   38104    1
  28303   18463   18517   12318    0
  47847   47846   22626   39258    1
  31525   25201   14399   25195    1
  64874   20858   61390    7924    1
  29786   28360   25035    3892    1
   1511    1511     800     389    1
  24487    1115   11988   12999    1
  28332   20034   23382   22188    0
   8028    8027    7424    5349    1
  60115   27622   29941    8820    0
   1509     637     221     848    1
  21102    5476   19606   10095    0
  25511   19517    8780   23179    1
  13259   10788    1499   13059    0
  50678   16787   25960   22346    0
